Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Gyro1_X,Gyro1_Y,Gyro1_Z,Gyro2_X,Gyro2_Y,Gyro2_Z,label
1854820,4.59,1.96,8.55,-8.02,-1.61,3.74,-0.06,-0.08,0.01,-0.06,0.01,0.02,0
837776,8.33,-0.65,5.7,-5.12,-2.43,6.67,-0.07,-0.1,0.02,-0.01,0.0,-0.02,1
318112,8.88,-0.25,4.66,-7.83,-2.55,3.67,-0.04,-0.05,-0.0,-0.04,0.02,-0.0,1
159772,9.1,-0.67,4.41,-1.9,1.27,8.33,-0.06,-0.05,0.0,-0.03,-0.01,-0.02,0
248686,8.03,-0.24,6.0,-5.48,-0.68,6.62,-0.04,-0.05,0.01,-0.03,-0.0,-0.0,1
832916,9.52,-1.76,3.08,-3.12,0.72,8.04,-0.05,-0.05,0.01,-0.03,0.05,-0.01,0
1509720,8.65,-1.03,5.02,-5.23,-2.94,6.14,-0.06,-0.04,-0.01,-0.07,0.04,-0.0,1
865394,10.21,-0.48,-0.73,4.13,6.02,5.55,-0.05,-0.02,0.01,-0.04,0.01,-0.02,0
1888518,9.13,-0.76,4.35,-2.17,-0.51,8.29,-0.04,-0.05,0.01,-0.06,0.03,0.0,0
323796,6.87,-0.94,7.24,-3.56,-0.74,7.95,0.0,0.0,0.0,0.04,-0.01,0.0,1
584034,6.04,0.61,7.91,-6.87,-2.91,4.88,-0.03,-0.06,0.01,-0.04,0.02,-0.01,0
44468,8.94,-1.1,4.75,-1.23,1.96,8.37,-0.04,-0.04,0.02,-0.05,0.02,0.01,0
109022,5.51,0.98,8.12,-7.1,-0.75,5.21,-0.03,-0.04,0.01,-0.05,0.01,-0.01,0
321760,8.59,-0.88,5.19,-4.51,-2.42,7.02,-0.04,-0.04,0.01,-0.03,0.01,-0.01,1
272234,7.67,-1.33,6.42,-4.02,-0.04,7.64,-0.05,-0.06,0.01,-0.02,0.0,-0.02,1
1082610,8.4,-0.43,5.57,-4.16,-2.08,7.44,-0.04,-0.06,0.0,-0.05,0.01,-0.0,1
1847102,9.85,-1.62,2.28,-3.79,-0.4,7.78,-0.02,-0.01,0.01,-0.03,0.02,-0.01,1
255994,9.34,-0.15,3.97,-4.67,-1.28,7.16,-0.04,-0.04,0.01,-0.03,0.02,-0.01,1
106586,8.9,0.04,4.87,-6.01,-1.63,6.07,-0.03,-0.03,0.0,-0.05,0.06,-0.01,0
1411874,4.8,-2.9,8.25,-5.8,-6.9,2.65,-0.04,-0.05,-0.02,0.0,0.0,-0.01,0
242596,7.73,-0.18,6.41,-5.81,-0.93,6.5,-0.04,-0.04,0.01,-0.04,0.01,-0.01,1
847938,8.14,1.78,5.49,-5.92,2.61,4.82,-0.24,-0.07,0.04,0.08,-0.2,-0.34,0
88722,4.99,2.9,7.88,-6.92,-0.01,5.34,-0.02,-0.05,0.01,-0.03,-0.01,-0.01,0
2153634,7.75,0.19,6.4,-4.97,-1.91,6.73,-0.06,-0.17,0.04,0.03,0.0,-0.0,1
1052160,8.49,-0.38,5.42,-4.24,-2.01,7.42,-0.04,-0.03,0.01,-0.01,-0.0,-0.04,1
610830,9.03,-0.38,4.68,-3.9,-0.64,7.64,-0.05,-0.05,0.03,-0.07,-0.03,-0.03,0
362364,8.95,-1.05,4.76,-4.0,-0.77,7.6,-0.04,-0.04,0.01,-0.04,0.0,-0.02,1
879610,5.78,4.13,6.74,-7.87,2.02,3.76,-0.04,-0.05,0.01,-0.02,0.0,0.0,0
1642072,8.17,0.21,5.87,-6.36,-0.31,6.08,0.03,-0.02,0.03,-0.07,0.0,-0.01,0
266956,7.53,-1.47,6.51,-4.28,-0.02,7.47,-0.08,-0.01,0.05,-0.08,-0.0,-0.06,1
1305082,7.74,-0.79,6.5,-4.35,-1.29,7.46,-0.06,-0.08,0.01,-0.1,0.1,0.01,1
839010,9.53,-1.03,3.31,-1.69,-0.38,8.43,-0.08,-0.08,0.02,-0.03,-0.03,-0.02,1
295782,8.38,-1.26,5.45,-4.43,-0.56,7.37,-0.03,-0.05,0.01,-0.03,0.01,-0.01,1
2389924,8.2,-0.72,5.81,-5.54,-2.48,6.31,-0.05,-0.05,0.01,-0.02,0.01,-0.02,1
389160,8.64,-0.87,5.2,-4.4,-0.72,7.43,-0.06,-0.06,-0.01,-0.03,0.01,-0.04,1
353434,8.05,-0.88,5.8,-5.36,-0.33,7.02,-0.04,-0.05,0.01,-0.03,0.02,-0.01,1
130538,7.13,0.99,7.07,-5.71,0.11,6.49,-0.04,-0.03,0.01,-0.03,0.02,-0.02,0
891790,8.77,-0.45,5.03,-2.96,0.69,8.03,0.0,-0.03,0.01,-0.03,0.03,0.01,1
854016,8.51,-0.48,5.42,-4.17,-3.05,6.91,-0.07,-0.05,-0.02,-0.03,0.02,-0.02,1
63144,8.19,-1.2,5.74,-0.79,1.53,8.53,0.0,-0.01,-0.01,-0.05,0.02,-0.01,0
182914,8.91,-0.58,4.79,-2.22,1.02,8.25,-0.03,-0.03,0.01,-0.02,0.03,-0.01,0
109428,7.57,0.74,6.56,-7.9,-0.16,4.19,-0.04,-0.03,0.02,-0.03,-0.01,-0.03,0
206862,5.78,-3.09,7.44,-5.81,-5.84,3.85,-0.05,-0.05,0.02,-0.04,-0.01,-0.02,0
266550,7.54,-1.04,6.6,-3.23,0.04,7.93,-0.08,-0.1,0.01,-0.04,-0.01,-0.02,1
645348,3.25,0.45,9.35,-7.03,-2.67,4.66,-0.16,-0.31,-0.11,-0.04,-0.16,0.0,0
78572,10.03,-0.53,1.71,-0.83,0.20,8.53,-0.04,-0.04,0.01,-0.05,0.04,0.00,0
187786,8.88,-0.59,4.89,-2.49,1.07,8.17,-0.04,-0.04,0.02,-0.05,0.0,-0.02,0
2146326,8.21,-0.15,5.81,-4.83,-1.33,7.09,-0.04,-0.04,-0.0,-0.04,0.02,-0.01,1
1477240,9.19,-1.55,3.72,-4.52,-2.01,7.31,-0.13,-0.05,0.0,-0.07,0.01,-0.02,1
891384,8.84,-0.42,4.99,-3.08,0.76,8.1,-0.05,-0.05,0.0,-0.07,0.02,-0.01,1
1769966,3.55,0.44,9.4,-8.5,-2.37,2.86,-0.02,-0.22,0.09,-0.01,-0.11,-0.02,0
116736,3.03,-3.32,8.74,-4.92,-5.04,5.32,-0.02,-0.06,0.0,-0.02,0.03,-0.01,0
1633140,10.21,-1.01,0.69,-2.56,0.7,8.31,-0.03,-0.02,0.01,-0.02,0.01,-0.02,0
1047688,9.69,-0.16,3.04,0.2,2.61,8.3,0.07,0.0,-0.06,-0.07,-0.12,-0.07,1
303902,7.93,-0.28,6.05,-5.54,-0.82,6.62,-0.03,-0.04,0.01,-0.05,0.02,-0.02,1
2072840,8.63,-0.45,5.31,-4.02,-1.15,7.56,-0.02,-0.05,-0.0,-0.02,-0.01,0.0,1
799628,9.31,-1.5,3.66,-2.59,-0.4,8.06,-0.03,0.01,0.03,-0.02,0.04,0.03,0
657116,8.62,-0.03,5.02,-3.38,-2.31,7.47,-0.05,-0.05,0.02,-0.03,0.02,0.0,1
1969718,8.38,-0.96,5.56,-5.47,-1.2,6.56,-0.06,-0.07,0.01,0.02,-0.08,-0.06,1
2175152,8.14,0.06,5.86,-4.53,-1.13,7.26,-0.05,-0.06,0.01,-0.03,-0.0,-0.01,1
556840,8.18,-0.44,6.03,-5.0,-0.59,6.94,-0.05,-0.05,0.0,-0.04,0.02,-0.02,1
1061492,10.05,-0.04,1.88,1.85,4.15,7.6,-0.04,-0.17,0.02,-0.07,-0.02,0.02,1
1087888,8.49,-0.47,5.48,-4.24,-2.06,7.33,-0.04,-0.05,0.01,-0.03,0.01,-0.02,1
1070018,10.0,-0.21,2.36,0.84,4.07,7.77,-0.24,0.2,0.06,-0.07,0.06,-0.11,1
191034,5.67,-2.2,7.95,-7.86,-5.35,0.37,-0.04,-0.03,0.0,-0.06,0.02,-0.01,0
1370448,7.65,-0.4,6.51,-4.66,-1.09,7.26,-0.05,-0.04,0.01,-0.06,0.03,-0.0,1
90752,7.13,1.07,6.9,-8.05,-0.45,3.8,-0.04,-0.05,0.01,-0.03,0.02,-0.01,0
888542,8.92,-0.31,4.71,-2.93,1.07,8.1,0.06,-0.07,-0.02,0.0,0.08,0.04,1
1007500,8.58,-0.4,5.24,-4.22,-1.87,7.27,-0.05,-0.05,0.01,-0.04,0.01,-0.01,1
276700,8.03,-0.25,6.1,-5.48,-0.72,6.67,-0.05,-0.05,0.0,-0.03,0.02,-0.02,1
87502,8.64,0.54,4.9,-3.51,0.65,7.76,-0.15,-0.15,-0.02,-0.04,-0.07,0.05,0
24980,3.76,-0.78,9.12,-5.13,-2.64,6.53,-0.04,-0.03,0.01,-0.02,0.04,-0.01,0
16860,4.72,-0.18,8.75,-6.66,-1.2,5.64,-0.06,-0.05,0.01,-0.05,0.01,-0.01,0
1608780,10.24,-0.8,-1.08,-2.58,0.67,8.29,0.0,-0.06,-0.01,-0.03,0.03,-0.02,0
182102,8.87,-0.64,4.85,-2.35,0.98,8.26,-0.04,-0.06,0.0,-0.03,-0.02,-0.03,0
1525960,7.53,-0.03,6.63,-6.81,-2.32,5.11,-0.11,-0.04,0.02,-0.04,0.0,-0.05,1
217830,8.16,-1.21,5.82,-3.41,0.59,7.95,-0.05,-0.03,0.04,-0.09,0.02,-0.01,1
647364,8.03,0.71,5.96,-5.62,-1.22,6.32,-0.06,-0.02,-0.02,0.0,-0.01,-0.04,0
57054,9.66,-3.02,1.75,-0.4,-0.73,8.61,-0.04,-0.04,0.01,-0.04,0.02,-0.01,0
91970,8.44,0.09,5.61,-7.69,-2.15,4.39,-0.25,-0.3,0.12,0.08,0.03,-0.14,0
296592,8.97,-1.77,4.49,-3.62,-1.46,7.9,-0.04,-0.04,0.01,-0.04,0.01,-0.02,1
857264,8.57,-0.45,5.36,-4.18,-2.96,6.97,-0.04,-0.04,0.01,-0.04,0.02,-0.01,1
778500,8.69,-0.63,4.97,-4.69,-1.9,6.93,-0.05,-0.04,-0.01,-0.03,0.02,-0.01,1
1560872,5.5,-0.72,8.28,-6.59,-3.16,5.1,-0.05,-0.03,0.01,-0.06,0.0,-0.03,0
330292,9.31,-0.14,4.0,-4.92,-1.4,7.01,-0.05,-0.06,0.0,-0.05,0.01,-0.01,1
411490,8.83,-1.15,4.81,-4.14,-1.07,7.48,-0.05,-0.04,0.01,-0.04,0.01,-0.01,1
34724,9.24,-0.68,4.24,-3.98,-0.67,7.82,-0.13,-0.09,0.0,-0.12,0.06,0.01,0
2304258,7.92,-1.27,6.01,-6.14,-3.12,5.49,-0.04,-0.04,0.01,-0.04,0.01,-0.01,0
340848,8.17,-0.94,5.73,-5.27,-0.09,6.9,-0.04,-0.04,0.0,-0.03,0.02,-0.01,1
1739110,3.93,0.57,9.12,-8.03,-2.35,3.63,-0.05,-0.02,0.0,-0.04,0.03,-0.01,0
1596194,8.54,-1.28,5.27,-3.84,-1.11,7.51,-0.06,-0.03,-0.03,0.12,-0.04,-0.17,0
180072,8.91,-0.6,4.8,-2.41,1.1,8.28,-0.05,-0.05,0.03,-0.04,-0.01,-0.01,0
657928,8.53,-0.15,5.21,-3.53,-2.38,7.52,-0.02,-0.05,0.01,-0.04,0.01,-0.01,1
1856038,6.96,2.22,6.73,-7.64,1.18,4.36,-0.05,-0.04,0.01,-0.06,0.04,0.01,0
856462,10.25,-0.4,-0.5,4.17,6.07,5.45,-0.03,-0.04,0.01,-0.02,0.02,-0.01,0
1584014,5.38,-0.84,8.28,-6.34,-3.13,5.4,-0.04,-0.04,0.0,-0.03,0.01,-0.01,0
129728,8.79,0.23,4.47,-6.2,-1.81,5.5,-0.36,0.22,-0.04,-0.38,0.78,-0.26,0
247062,7.94,-1.49,6.06,-3.65,0.18,7.82,-0.03,-0.03,0.0,-0.04,0.02,-0.03,1
1876334,9.71,-1.7,2.79,-3.93,-0.56,7.58,-0.05,-0.02,0.02,-0.04,-0.0,-0.01,1
3868,4.16,-0.83,8.96,-5.05,-2.69,6.64,-0.04,-0.04,0.01,-0.05,0.02,-0.01,0
572260,6.19,0.66,7.77,-6.82,-2.87,4.93,-0.04,-0.03,0.01,-0.04,0.0,-0.02,0
7928,6.88,-1.88,6.98,-6.3,-2.7,5.5,-0.03,-0.04,0.01,-0.04,0.01,-0.01,0
996938,9.9,-0.59,2.27,0.38,4.11,7.72,-0.03,-0.08,0.01,-0.05,-0.0,-0.01,1
2300604,8.02,-1.36,5.94,-6.11,-3.02,5.6,-0.05,-0.04,0.01,-0.04,0.01,-0.01,0
646160,4.23,0.61,8.88,-6.93,-2.02,5.2,0.09,-0.07,-0.05,-0.01,0.04,0.04,0
104148,7.34,1.15,6.78,-5.68,0.34,6.49,-0.03,-0.04,0.01,-0.03,0.02,-0.01,0
1940890,9.58,0.17,4.47,-2.26,0.31,8.66,0.15,-0.19,0.48,-0.28,-0.44,0.2,0
347344,7.31,-0.61,6.92,-3.26,-0.31,8.05,0.0,-0.02,0.01,-0.06,-0.01,-0.01,1
359118,8.91,-0.32,4.67,-7.85,-2.66,3.62,-0.05,-0.07,0.01,-0.01,-0.01,-0.03,1
215388,5.74,-3.13,7.64,-5.83,-5.94,3.80,-0.03,-0.04,-0.00,-0.04,0.03,-0.01,0
113894,4.58,0.43,8.77,-7.33,-2.12,4.48,-0.04,-0.05,0.01,-0.03,0.01,-0.01,0
33100,10.02,0.5,2.76,-4.69,2.18,7.28,0.0,-0.11,0.06,-0.05,-0.17,0.03,0
1120758,10.0,-0.01,2.14,-0.77,4.13,7.62,-0.05,-0.06,0.0,-0.03,0.0,-0.02,0
1343666,10.1,-1.12,0.69,-1.79,0.78,8.36,0.0,-0.03,0.01,-0.05,-0.03,-0.05,0
617734,8.33,0.03,5.32,-3.62,-2.03,7.46,-0.04,-0.08,-0.02,0.01,0.07,0.01,1
364396,8.09,-0.81,5.98,-5.4,-0.26,6.77,-0.03,-0.05,0.01,-0.04,0.0,-0.01,1
135412,4.74,0.08,8.76,-7.31,-2.2,4.53,-0.04,-0.03,0.02,-0.06,0.03,0.0,0
76542,8.42,-2.58,4.85,-6.1,-3.37,5.32,0.02,-0.08,-0.01,-0.04,-0.03,0.04,0
1903946,9.26,-0.79,4.64,-2.16,-0.53,8.47,0.01,0.12,0.0,-0.09,0.14,0.01,0
1589296,8.07,-0.7,5.95,-5.78,-3.34,5.83,-0.04,-0.04,0.01,-0.05,0.01,-0.01,1
908014,8.27,-0.59,5.79,-4.95,-2.23,6.75,-0.05,-0.04,-0.0,-0.04,0.02,-0.02,1
78978,7.26,-3.2,-0.69,-5.36,-2.29,6.17,-0.8,0.56,-0.14,-0.07,0.24,-0.06,0
1623802,10.2,-0.91,0.06,-2.61,0.72,8.19,-0.02,-0.02,0.0,-0.03,0.04,-0.02,0
381852,8.7,1.47,4.77,-4.39,0.77,7.25,-0.08,0.01,0.0,-0.02,0.02,-0.06,1
313646,7.66,-1.05,6.45,-4.23,0.21,7.49,-0.03,-0.05,-0.0,-0.03,0.02,-0.01,1
80602,6.25,0.68,7.7,-8.72,-3.83,-0.58,-0.04,-0.02,0.0,-0.07,0.04,0.01,0
117954,8.87,0.17,4.98,-6.11,-1.69,6.07,-0.04,-0.05,0.01,-0.01,-0.04,-0.02,0
1188168,9.22,-0.59,4.14,-3.93,-0.65,7.62,-0.04,-0.04,0.01,-0.05,0.02,-0.01,0
808148,8.57,-0.21,5.27,-0.62,2.93,8.04,-0.03,-0.02,0.0,-0.03,0.02,-0.01,0
801252,9.27,-1.56,3.95,-1.98,-0.68,8.31,-0.03,-0.04,0.02,-0.12,0.01,0.0,0
238130,7.56,-0.78,6.6,-2.21,-0.88,8.39,-0.03,-0.03,0.01,-0.04,0.0,0.0,1
102120,6.1,-1.01,7.92,-7.09,-3.2,4.45,-0.06,-0.04,0.02,-0.05,0.01,-0.03,0
1463842,7.9,-0.01,6.25,-6.38,-2.01,5.78,-0.05,-0.03,0.02,-0.04,0.01,-0.01,1
1990424,8.21,-0.99,5.62,-5.53,-1.31,6.64,-0.09,-0.09,0.0,-0.03,-0.0,-0.02,1
626260,8.55,-0.15,5.18,-3.69,-2.12,7.56,-0.01,-0.04,0.03,-0.03,-0.02,-0.02,1
357488,8.6,-0.79,5.28,-4.51,-2.43,7.14,-0.04,-0.03,0.01,-0.05,0.04,-0.01,1
1071236,9.76,-0.32,2.84,0.68,3.98,7.74,-0.05,-0.06,0.02,-0.02,0.03,-0.0,1
860528,8.81,-0.59,4.8,-2.67,0.23,8.08,-0.08,-0.01,0.02,-0.11,0.05,-0.04,1
275888,7.65,-0.93,6.38,-3.15,-0.18,8.06,-0.04,-0.01,0.01,-0.04,0.01,-0.02,1
61926,8.95,-0.83,4.52,-0.38,0.96,8.67,-0.03,-0.08,0.01,-0.1,0.0,0.08,0
1162590,5.52,1.76,8.04,-8.38,-1.79,3.0,-0.04,-0.05,0.0,-0.04,0.03,0.0,0
63550,7.86,-2.19,5.57,-0.84,1.41,8.48,-0.16,0.17,0.01,-0.04,0.02,0.01,0
883670,8.68,-0.5,5.04,-3.11,0.51,8.02,-0.11,-0.03,-0.01,-0.06,0.01,-0.05,1
172764,9.08,-0.31,4.9,-2.93,1.49,8.22,0.0,-0.07,-0.01,-0.01,-0.01,0.03,0
114704,7.22,1.14,6.79,-5.76,0.28,6.55,-0.04,-0.04,0.01,-0.03,0.02,-0.01,0
861334,10.21,-0.55,-0.67,4.26,5.99,5.46,-0.06,-0.05,0.01,-0.01,0.04,-0.02,0
1057032,8.55,-0.37,5.36,-4.25,-1.96,7.2,-0.05,-0.06,0.01,-0.03,0.01,-0.01,1
536946,5.38,1.05,8.19,-6.33,-0.11,6.02,-0.07,-0.06,0.0,-0.03,0.02,-0.02,0
1404160,8.36,-2.5,5.2,-4.87,-4.38,5.88,-0.05,-0.15,0.06,-0.11,-0.05,-0.05,0
169110,5.0,-2.6,8.08,-7.51,-5.85,-2.24,0.11,-0.07,0.32,-0.43,-0.36,-0.08,0
804500,9.1,-0.71,4.28,-3.36,0.27,7.87,-0.05,-0.02,0.01,-0.05,0.03,-0.03,1
1199130,9.18,-0.57,4.19,-4.04,-0.67,7.59,-0.04,-0.05,0.0,0.0,-0.01,-0.03,0
80196,6.95,0.44,7.26,-5.11,-0.68,7.17,-0.16,0.0,-0.02,-0.19,0.14,-0.03,0
76136,9.6,-2.95,1.84,-0.44,-0.8,8.53,-0.04,-0.04,0.01,-0.03,0.01,-0.02,0
96436,10.08,-0.45,1.53,-0.72,0.23,8.53,-0.04,-0.04,0.01,-0.03,0.01,-0.01,0
568614,8.06,-0.28,6.08,-5.24,-0.58,6.92,-0.03,-0.04,0.0,-0.02,0.03,-0.01,1
57460,10.18,-0.35,1.09,-1.94,2.03,8.18,-0.03,-0.02,0.0,-0.03,0.02,-0.01,0
300248,7.61,-1.36,6.28,-4.11,-0.09,7.66,-0.05,-0.06,0.01,-0.05,0.0,-0.01,1
993690,9.93,-0.55,2.09,0.59,4.25,7.72,-0.03,-0.05,0.0,-0.03,0.02,-0.02,1
2221840,9.1,-1.3,4.43,-3.51,-1.22,7.71,-0.05,-0.2,0.03,0.06,-0.11,-0.0,0
1339592,7.5,-1.01,6.59,-4.82,-1.2,7.14,-0.06,-0.05,0.01,-0.05,0.02,-0.0,1
560486,6.21,0.54,7.75,-6.85,-2.93,4.86,-0.04,-0.05,0.01,-0.04,0.02,0.0,0
881640,5.71,4.14,6.9,-7.83,1.96,3.92,-0.03,-0.03,0.0,-0.02,0.05,-0.01,0
2209254,6.76,-0.29,7.28,-6.8,-2.31,5.31,-0.13,-0.5,0.02,0.09,-0.41,-0.12,0
1869432,9.75,-1.6,2.55,-3.87,-0.48,7.64,-0.04,-0.08,0.01,-0.04,-0.03,-0.01,1
1166648,8.26,-1.21,5.53,-6.26,-1.27,5.94,-0.08,-0.06,0.01,-0.05,0.01,-0.01,1
2391954,8.18,-0.67,5.9,-5.71,-2.49,6.36,-0.04,-0.06,0.01,-0.03,0.0,-0.01,1
272234,9.49,-0.35,3.62,-4.52,-1.09,7.18,-0.0,-0.04,0.02,-0.05,0.04,0.01,1
898676,8.21,-0.5,5.75,-4.94,-2.37,6.79,-0.03,-0.04,0.01,-0.04,0.03,-0.01,1
46904,10.18,-0.29,0.87,-2.32,2.07,8.11,-0.06,-0.05,0.0,-0.02,0.06,-0.02,0
368862,9.07,-0.41,4.55,-7.76,-2.73,3.75,-0.06,-0.03,-0.0,-0.04,0.04,0.0,1
98466,8.46,0.04,5.37,-6.19,-2.09,5.79,-0.04,-0.04,0.01,-0.05,0.03,-0.02,0
298216,8.95,-1.7,4.34,-3.46,-1.43,7.81,-0.02,-0.03,0.01,-0.06,0.03,0.0,1
49746,9.67,-2.69,1.73,-0.44,-0.75,8.63,-0.04,-0.06,0.05,-0.05,0.0,-0.01,0
159360,6.60,2.15,7.05,-8.85,0.74,2.24,-0.04,-0.04,0.01,-0.04,0.03,-0.01,0
55022,9.9,-2.48,0.73,1.31,0.61,8.57,-0.04,-0.04,0.0,-0.04,0.02,-0.02,0
1015208,9.84,-0.69,2.31,0.65,4.24,7.56,0.01,-0.06,-0.0,0.03,-0.04,0.18,1
1537328,7.21,0.55,6.88,-7.19,-2.14,4.67,0.04,0.01,0.08,-0.16,0.04,0.08,1
2082990,8.38,0.1,5.61,-4.63,-1.09,7.23,-0.02,0.0,0.03,-0.05,-0.02,0.0,1
156118,6.28,3.4,6.94,-9.39,-1.19,-0.45,-0.05,-0.05,0.0,0.0,-0.01,-0.02,0
1936424,4.06,4.19,7.94,-7.89,-0.29,4.13,-0.03,-0.04,0.01,-0.04,0.0,-0.02,0
2251478,9.15,-1.42,4.1,-3.27,-1.37,7.89,-0.03,-0.06,0.01,-0.02,-0.01,-0.01,0
331510,9.07,-0.4,4.38,-7.67,-2.5,3.79,-0.05,-0.03,0.0,-0.07,0.03,-0.01,1
89128,7.91,0.92,6.0,-8.18,-2.96,2.58,0.33,-0.07,0.18,-0.22,-0.16,-0.33,0
225132,5.56,-3.10,7.67,-5.99,-6.00,3.54,-0.04,-0.05,0.01,-0.04,0.02,-0.01,0
201178,5.71,-2.91,7.77,-6.01,-5.76,3.78,-0.05,-0.03,0.01,-0.06,0.04,-0.02,0
342470,8.87,-1.62,4.67,-3.78,-1.63,7.55,-0.04,-0.05,0.0,-0.03,0.02,-0.01,1
1372898,7.06,5.09,5.27,-7.3,3.51,3.99,-0.08,-0.05,0.08,-0.12,-0.03,-0.05,0
1379786,7.66,-0.96,6.44,-4.23,-1.13,7.48,-0.04,-0.05,0.01,-0.07,0.03,-0.0,1
669288,7.23,0.71,6.82,-6.85,-0.9,5.38,-0.03,-0.04,0.01,-0.05,0.01,-0.01,0
1168274,5.58,1.71,7.89,-8.16,-1.75,3.31,-0.02,-0.04,0.0,-0.07,0.02,0.0,0
999786,8.52,-0.42,5.32,-4.19,-2.02,7.3,-0.04,-0.04,0.01,-0.03,0.01,-0.01,1
103338,7.61,0.54,6.58,-7.81,-0.13,4.19,-0.05,-0.04,0.0,-0.04,0.04,0.0,0
343284,9.0,-0.35,4.71,-7.82,-2.62,3.65,-0.04,-0.06,-0.01,0.0,-0.0,-0.02,1
129322,2.88,-3.34,8.86,-5.0,-5.26,5.3,-0.03,-0.03,0.03,-0.07,-0.01,-0.01,0
1841824,9.85,-1.54,2.25,-3.8,-0.48,7.74,-0.05,-0.08,0.02,-0.05,-0.03,-0.01,1
338812,8.67,-0.81,5.11,-4.31,-2.33,7.13,-0.05,-0.04,0.01,-0.04,0.0,-0.02,1
243002,7.91,-1.63,5.96,-3.62,0.28,7.78,0.01,-0.02,0.0,-0.02,0.01,-0.01,1
5086,4.12,-0.91,8.94,-5.02,-2.77,6.63,-0.03,-0.04,0.0,-0.06,0.0,-0.01,0
670114,4.3,1.06,8.92,-6.82,-1.94,5.29,-0.03,-0.02,0.04,-0.09,0.04,0.0,0
800028,8.84,0.64,4.65,1.32,2.66,8.18,-0.16,-0.24,0.02,0.18,-0.26,-0.19,0
285226,9.08,-0.52,4.38,-7.67,-2.58,3.84,-0.04,-0.06,-0.02,-0.04,0.03,0.02,1
189004,8.96,-0.64,4.74,-2.38,1.2,8.14,-0.03,-0.04,0.0,-0.03,0.02,0.0,0
1478458,7.89,-0.09,6.19,-6.31,-1.87,5.66,-0.03,-0.02,-0.01,-0.03,0.04,-0.02,1
206462,8.93,-0.28,4.81,-2.4,1.27,8.28,-0.04,-0.03,0.01,-0.05,0.01,-0.01,0
2517814,7.49,-0.54,6.69,-6.35,-3.39,5.23,-0.06,-0.06,0.01,-0.05,0.02,-0.01,1
854828,8.6,-0.5,5.37,-4.28,-3.01,6.96,-0.03,-0.04,0.01,-0.03,0.01,-0.02,1
1803664,8.84,-0.86,4.93,-3.74,-0.36,7.79,-0.04,-0.06,0.0,-0.03,0.02,-0.01,0
1179234,8.38,-1.21,5.54,-6.3,-1.23,5.82,-0.04,-0.05,0.0,-0.04,0.02,-0.01,1
116328,7.22,1.12,6.88,-5.76,0.36,6.58,-0.04,-0.04,0.01,-0.03,0.01,-0.01,0
1214150,8.23,-1.0,5.75,-6.31,-1.07,6.01,-0.02,-0.01,0.01,-0.03,0.02,-0.01,1
2473966,7.66,-0.46,6.59,-6.4,-3.24,5.33,-0.01,-0.05,0.05,-0.1,0.02,0.04,1
243814,7.8,-0.87,6.52,-2.1,-0.83,8.35,-0.05,-0.08,0.02,-0.01,-0.02,0.0,1
1627456,10.19,-0.96,0.42,-2.69,0.63,8.16,-0.08,-0.17,-0.01,-0.03,0.01,0.0,0
1648974,7.72,0.54,6.39,-6.35,-0.35,6.03,-0.03,-0.04,0.0,-0.05,0.0,-0.02,0
929950,5.58,-3.04,7.92,-6.36,-3.96,4.5,-0.14,-0.19,0.06,-0.01,-0.08,0.05,0
1147148,7.94,0.87,5.57,-4.85,1.69,6.33,-0.06,-0.46,-0.3,0.17,-0.37,-0.2,0
1173956,8.35,-1.19,5.48,-6.27,-1.18,5.88,-0.02,-0.01,0.0,-0.05,0.05,-0.01,1
664010,7.22,0.64,6.85,-6.76,-0.63,5.35,-0.02,-0.02,-0.03,-0.02,-0.02,-0.03,0
2457320,7.67,-0.57,6.52,-6.12,-3.0,5.68,-0.03,-0.01,0.02,-0.06,0.02,-0.02,1
329474,8.66,-0.81,5.13,-4.38,-2.4,7.1,-0.04,-0.05,0.0,-0.05,0.01,0.0,1
27416,2.55,-0.19,9.51,-8.90,-3.27,0.04,-0.04,-0.06,0.00,-0.04,0.03,-0.01,0
126886,5.64,-1.87,7.35,-3.4,-4.16,5.51,0.15,-0.03,0.31,-0.04,0.25,0.18,0
1511344,7.84,-0.1,6.35,-6.69,-2.09,5.35,-0.06,-0.04,0.02,-0.05,0.0,-0.02,1
281166,4.8,-0.92,8.56,-4.6,-4.91,5.77,-0.4,-1.16,-0.42,0.55,-0.76,-0.33,0
325418,8.77,-1.61,4.63,-3.78,-1.58,7.61,-0.04,-0.04,0.02,-0.03,-0.01,-0.02,1
128104,7.9,-2.26,5.6,-4.48,-1.82,6.87,-0.24,-0.18,0.13,0.03,-0.16,-0.06,0
580786,6.0,0.68,7.87,-6.85,-2.91,4.8,-0.05,-0.03,0.0,-0.03,0.03,-0.02,0
176012,5.58,-1.91,7.98,-7.9,-5.18,0.49,-0.08,-0.11,0.02,0.01,-0.03,-0.05,0
50964,9.82,0.17,2.44,-2.56,-0.04,8.32,-0.03,-0.11,0.02,0.01,-0.03,0.02,0
126886,6.2,-0.56,7.6,-6.08,-0.13,5.93,-0.05,0.0,-0.06,0.09,0.02,-0.18,0
40408,10.19,-0.84,-0.40,0.31,-1.91,8.31,-0.09,-0.00,0.00,0.11,0.03,-0.09,0
