Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Gyro1_X,Gyro1_Y,Gyro1_Z,Gyro2_X,Gyro2_Y,Gyro2_Z,label
2217374,9.61,-1.01,3.76,-3.1,-1.03,8.06,-0.09,-0.14,0.0,0.08,-0.11,-0.03,0
1196694,9.24,-0.59,4.18,-3.93,-0.63,7.7,-0.06,-0.06,0.01,-0.03,0.01,-0.02,0
661182,3.96,0.75,9.09,-6.96,-2.18,4.98,0.01,-0.11,-0.13,0.11,0.07,-0.03,0
1297774,7.76,-0.73,6.35,-4.36,-1.32,7.38,-0.05,-0.04,0.01,-0.04,0.02,-0.01,1
1359080,8.31,-0.76,5.59,-3.87,-0.99,7.62,-0.05,-0.05,0.0,-0.03,0.01,-0.01,1
1520682,7.55,-0.17,6.64,-6.69,-2.37,5.27,-0.05,-0.06,-0.01,-0.02,0.04,-0.02,1
1368824,7.89,-0.28,6.22,-4.54,-1.06,7.3,-0.05,0.06,-0.02,0.04,-0.03,-0.09,1
1591732,8.12,-0.68,5.91,-5.82,-3.46,5.76,-0.05,-0.07,0.02,-0.02,-0.01,-0.02,1
1577522,8.14,-0.8,6.02,-6.44,-2.98,5.34,-0.08,-0.02,-0.01,-0.0,0.07,-0.06,1
225544,7.6,-0.89,6.24,-2.25,-0.75,8.2,-0.05,-0.05,0.0,-0.04,0.03,-0.01,1
132970,6.77,-1.32,7.65,-7.13,-5.49,4.47,0.28,-0.21,0.27,-0.26,-0.40,0.42,0
1213338,8.43,-0.95,5.57,-6.31,-1.0,5.93,-0.08,-0.09,-0.0,-0.03,-0.02,-0.02,1
2059444,8.24,-0.92,5.7,-5.5,-1.28,6.55,-0.06,-0.04,0.01,-0.04,0.04,-0.02,1
182096,6.20,2.34,7.39,-8.87,0.77,1.91,-0.05,-0.06,0.00,-0.02,-0.00,-0.01,0
70452,8.56,-1.38,5.19,-1.04,1.98,8.53,-0.04,-0.04,0.01,-0.04,-0.01,-0.02,0
68826,9.96,-2.49,0.64,1.43,0.82,8.55,-0.04,-0.04,0.0,-0.04,0.01,-0.01,0
1239324,6.64,2.29,6.9,-8.22,0.58,3.49,-0.05,-0.04,0.01,-0.04,0.02,-0.01,0
104150,5.67,-0.63,8.44,-7.31,-3.5,4.46,-0.04,-0.11,-0.05,0.12,-0.02,-0.01,0
1572650,7.81,-0.58,6.27,-5.62,-2.88,6.03,-0.04,-0.07,0.01,-0.04,0.02,0.0,1
18078,7.45,0.15,6.58,-7.58,-0.38,4.57,-0.06,-0.04,-0.01,-0.01,0.02,-0.03,0
121608,6.93,0.15,6.86,-4.31,-1.09,7.37,-0.22,0.21,0.25,-0.37,0.05,-0.06,0
269392,8.06,-0.3,6.0,-5.44,-0.75,6.68,-0.06,-0.05,0.01,-0.03,0.02,-0.02,1
257618,7.28,-1.17,6.8,-3.15,-0.98,8.07,-0.03,0.0,-0.01,-0.06,0.05,-0.04,1
581606,7.89,-0.38,6.22,-5.32,-0.77,6.76,-0.06,-0.03,-0.02,-0.03,0.04,-0.06,1
2061880,8.2,-0.87,5.74,-5.61,-1.24,6.47,-0.03,-0.08,0.02,-0.03,-0.01,-0.02,1
906402,6.31,2.87,7.12,-7.64,0.5,4.55,-0.05,-0.05,0.0,-0.03,0.04,-0.01,0
1350960,7.78,-0.32,6.38,-4.21,-0.52,7.5,-0.05,-0.03,-0.01,-0.02,0.04,-0.02,1
126480,4.49,0.46,8.79,-7.42,-2.15,4.3,-0.05,-0.04,0.0,-0.03,0.03,-0.01,0
1566556,5.32,-0.78,8.33,-6.55,-3.14,5.09,-0.05,-0.04,0.01,-0.02,0.03,-0.02,0
630316,8.14,0.29,6.16,-6.23,-0.1,6.67,-0.04,0.22,-0.33,0.55,0.28,-0.06,0
262084,8.11,-0.21,6.02,-5.49,-0.67,6.75,-0.03,-0.04,0.01,-0.04,0.01,-0.01,1
673754,7.29,0.85,6.76,-6.18,-0.65,6.03,-0.11,-0.15,0.09,-0.01,-0.18,-0.15,0
273046,7.7,-1.37,6.3,-3.97,-0.11,7.6,-0.04,-0.03,0.01,-0.04,0.0,-0.01,1
791910,8.52,-0.02,4.89,-3.93,-2.81,7.56,-0.31,1.27,0.0,-1.33,0.23,-0.19,0
243408,7.81,-0.18,6.28,-5.71,-0.83,6.48,-0.02,-0.06,0.03,-0.06,-0.01,0.01,1
1134574,8.22,-1.19,5.73,-6.17,-1.28,5.98,-0.05,-0.04,0.0,-0.03,0.02,-0.01,1
1171928,5.74,1.87,7.88,-8.3,-1.57,3.17,-0.05,-0.05,0.0,-0.02,0.0,-0.03,0
1076504,7.81,-0.19,6.17,-6.15,-0.57,6.26,-0.04,-0.06,0.01,-0.05,0.03,0.0,0
160178,9.24,-0.82,4.24,-1.58,1.43,8.4,-0.2,-0.15,0.01,-0.06,0.08,0.19,0
618552,8.27,-0.66,5.75,-5.17,-0.67,7.04,-0.05,-0.04,0.01,-0.05,0.02,-0.02,1
2003822,8.13,-0.71,5.97,-5.79,-1.27,6.45,-0.05,-0.04,0.0,-0.03,-0.06,-0.07,1
1797168,8.93,-0.87,4.71,-3.8,-0.84,7.69,-0.05,-0.05,0.0,-0.04,0.02,-0.01,0
108208,7.31,1.04,6.8,-5.69,0.42,6.53,-0.06,-0.04,0.01,-0.04,0.02,-0.03,0
317300,8.4,-1.14,5.58,-4.4,-0.6,7.38,-0.05,-0.06,0.01,-0.03,0.02,-0.01,1
79790,9.57,-2.87,2.06,-0.58,-0.79,8.65,-0.04,-0.03,0.0,-0.02,0.02,-0.01,0
117954,7.31,0.94,6.81,-8.12,0.0,3.87,-0.04,-0.05,0.02,-0.04,0.01,0.0,0
87504,4.47,0.29,8.81,-7.73,-2.6,3.93,-0.08,-0.06,0.05,-0.03,0.01,-0.03,0
1946168,3.67,-1.22,9.0,-5.6,-5.48,4.35,-0.06,-0.05,0.01,-0.03,0.0,-0.05,0
52586,9.94,-2.38,0.69,1.2,0.47,8.73,-0.05,-0.05,0.01,-0.02,0.0,-0.01,0
176418,9.08,-0.53,4.56,-2.6,0.8,8.36,-0.07,-0.04,-0.01,-0.01,0.0,-0.05,0
2091516,8.3,0.29,5.6,-4.45,-0.82,7.34,-0.02,-0.05,-0.02,-0.02,0.01,-0.0,1
796786,8.86,-0.93,4.75,-3.58,-0.24,7.97,0.02,-0.01,0.03,-0.12,0.05,0.1,1
1996514,8.32,-0.87,5.72,-5.54,-1.27,6.63,-0.05,-0.06,0.0,-0.0,-0.04,-0.03,1
1419588,8.03,-0.04,5.99,-6.12,-1.64,5.83,-0.05,0.0,-0.01,-0.09,0.06,-0.04,1
243408,7.42,4.18,5.22,-5.43,3.78,5.64,-0.01,-0.04,0.02,-0.04,-0.02,-0.01,0
217830,7.68,-0.75,6.52,-2.3,-0.69,8.36,-0.05,-0.04,0.01,-0.05,0.01,-0.01,1
70452,10.34,-0.36,3.17,-2.63,-0.72,8.71,-0.15,-0.63,0.00,-0.02,-0.28,0.07,0
323794,8.78,-1.68,4.74,-3.81,-1.68,7.59,-0.05,-0.04,0.0,-0.03,0.02,-0.01,1
1031448,9.82,-0.63,2.49,0.21,3.71,7.94,-0.03,-0.06,0.01,-0.04,0.01,-0.01,1
37972,10.29,-1.21,0.43,-0.43,2.03,8.56,-0.06,-0.04,0.0,-0.04,0.01,-0.02,0
2163378,8.25,-0.12,5.7,-4.19,-1.15,7.38,-0.04,-0.05,0.01,-0.04,0.01,-0.01,1
315268,8.79,-1.74,4.72,-3.87,-1.69,7.56,-0.05,-0.04,0.0,-0.02,0.02,-0.02,1
386318,8.71,-0.9,4.97,-4.34,-0.72,7.36,-0.05,-0.05,0.01,-0.04,0.01,-0.02,1
889338,8.43,-0.7,5.57,-4.88,-2.22,6.91,-0.05,-0.05,0.0,-0.01,-0.01,-0.04,1
1531238,8.26,-1.0,5.68,-5.2,-2.89,6.45,-0.06,-0.06,0.0,-0.01,0.01,-0.03,1
91970,7.95,-1.33,6.1,-7.72,-1.72,4.07,0.02,-0.05,-0.02,-0.11,-0.09,-0.07,0
306336,8.94,-1.67,4.54,-3.71,-1.43,7.67,-0.04,-0.06,0.01,-0.04,0.0,-0.02,1
2472748,7.5,-0.65,6.5,-6.32,-3.33,5.44,-0.04,-0.08,0.02,-0.17,-0.01,-0.01,1
1157718,5.51,1.8,8.02,-8.34,-1.76,3.1,-0.06,-0.06,0.02,-0.04,0.01,0.0,0
308368,8.28,-0.95,5.51,-5.22,-0.1,6.97,-0.06,-0.05,0.02,-0.04,-0.01,-0.03,1
344908,7.32,-0.53,6.85,-3.29,-0.4,7.96,-0.04,-0.04,0.02,-0.05,0.02,0.01,1
998156,9.82,-0.6,2.35,0.52,3.95,7.85,0.0,-0.1,0.01,-0.04,0.02,-0.02,1
287662,7.92,-0.27,6.13,-5.65,-0.77,6.73,-0.05,-0.06,0.01,-0.03,0.0,-0.01,1
26604,4.53,-0.39,8.77,-7.12,-1.04,5.16,-0.05,-0.03,0.0,-0.04,0.01,-0.03,0
291316,8.48,-1.32,5.34,-4.52,-0.48,7.34,-0.05,-0.05,0.01,-0.03,0.01,-0.01,1
1410250,4.85,-3.13,8.15,-5.15,-6.92,3.39,-0.05,-0.04,0.02,-0.05,0.0,-0.02,0
1842234,4.58,1.92,8.48,-7.61,-1.58,4.15,-0.04,-0.01,0.0,-0.06,0.05,-0.04,0
68016,8.83,-1.11,4.77,-0.52,1.36,8.5,-0.06,-0.03,0.01,-0.05,0.04,-0.02,0
834138,9.31,-1.3,3.72,-2.47,-0.36,8.28,-0.04,-0.05,0.02,-0.06,0.05,0.0,0
779312,8.7,-0.49,5.07,-4.88,-1.85,6.87,-0.05,-0.04,0.02,-0.08,0.02,0.02,1
1322540,7.51,-0.89,6.52,-4.74,-1.17,7.06,-0.05,-0.05,-0.01,-0.04,-0.0,-0.01,1
1347320,10.21,-0.98,0.71,-1.44,-0.1,8.51,-0.05,-0.05,0.0,-0.04,0.03,0.0,0
50558,8.89,-1.14,4.7,-1.05,1.96,8.42,-0.06,-0.05,0.0,-0.04,0.0,-0.01,0
1871872,9.31,-1.21,3.9,-1.85,-0.54,8.35,0.15,0.04,0.0,0.01,0.0,0.02,0
1659530,7.16,0.61,7.02,-6.58,-0.58,5.77,-0.02,-0.06,0.0,-0.05,-0.01,-0.02,0
365208,8.08,-0.82,5.91,-5.42,-0.27,6.82,-0.03,-0.05,0.0,-0.04,0.02,-0.01,1
250310,8.07,-0.26,6.1,-5.51,-0.77,6.71,-0.05,-0.04,0.01,-0.04,0.02,-0.02,1
1148784,8.17,-1.15,5.77,-6.34,-1.28,5.96,-0.05,-0.03,0.01,-0.05,0.01,-0.02,1
83850,7.78,-1.35,6.74,-7.0,-4.04,5.57,-0.55,-0.68,0.35,-0.07,-0.02,-0.11,0
643710,8.57,1.24,5.43,-5.41,-0.46,6.96,-0.2,0.14,0.02,-0.11,0.11,-0.18,0
1030230,9.79,-0.6,2.51,0.12,3.75,7.91,-0.05,-0.04,0.01,-0.04,0.01,-0.01,1
1743576,3.92,0.51,9.14,-8.4,-2.23,2.79,-0.04,-0.07,0.04,-0.06,0.06,0.05,0
317706,7.06,-0.79,6.91,-3.51,-0.7,7.81,-0.04,-0.05,0.02,-0.04,0.01,0.0,1
327044,7.38,-1.48,6.58,-4.33,-0.1,7.42,-0.06,-0.06,0.02,-0.03,-0.02,-0.02,1
1056220,8.54,-0.31,5.44,-4.28,-2.02,7.25,-0.04,-0.05,0.0,-0.04,0.01,-0.01,1
330698,7.75,-0.7,6.73,-3.72,0.27,8.31,0.02,0.06,-0.02,0.02,0.14,0.07,1
1154064,5.5,1.61,7.97,-8.21,-1.88,3.13,-0.04,-0.05,-0.01,-0.01,0.01,-0.02,0
589718,6.77,0.74,6.96,-6.43,-1.85,5.52,0.04,-0.49,0.15,0.32,-0.44,-0.05,0
1389544,7.01,4.72,5.3,-7.3,3.08,4.18,-0.04,-0.04,0.01,-0.05,0.02,-0.01,0
1167056,5.71,1.79,7.94,-8.25,-1.7,3.19,-0.04,-0.07,0.0,-0.02,0.01,-0.02,0
298624,8.0,-0.25,6.11,-5.54,-0.79,6.69,-0.03,-0.04,0.01,-0.04,0.01,-0.01,1
927514,7.57,-3.73,6.35,-4.57,-2.66,7.69,-0.5,0.26,0.11,-0.11,0.03,-0.48,0
1787830,9.0,-0.79,4.64,-4.2,-0.2,7.62,-0.14,-0.09,-0.09,0.07,0.12,-0.06,0
1299398,7.75,-0.87,6.7,-4.61,-1.28,7.3,-0.08,-0.05,0.0,-0.04,0.03,-0.04,1
98872,6.75,-0.93,7.17,-6.9,-3.14,4.5,-0.13,0.05,-0.05,0.03,0.11,-0.03,0
561712,8.06,-0.4,6.0,-5.16,-0.57,6.87,-0.05,-0.05,0.0,-0.02,0.0,-0.02,1
81820,10.09,-0.45,1.57,-0.79,0.28,8.76,-0.03,-0.04,0.01,-0.03,0.01,-0.02,0
50152,10.24,-1.24,0.01,0.31,3.66,7.92,-0.04,-0.07,0.04,-0.05,-0.01,0.01,0
129322,8.87,0.46,4.82,-6.15,-1.67,6.03,0.03,-0.03,0.1,-0.14,0.0,0.0,0
185350,8.9,-0.55,4.81,-2.33,0.99,8.28,-0.07,-0.05,0.01,-0.06,0.01,-0.02,0
322172,7.01,-0.76,7.16,-3.59,-0.82,7.85,-0.07,-0.06,0.01,-0.04,0.01,-0.02,1
1682672,6.81,-1.77,7.08,-4.74,-4.0,6.29,-0.05,-0.03,0.0,-0.03,0.02,-0.02,0
1246632,6.66,2.21,6.99,-8.25,0.61,3.37,-0.07,-0.05,-0.02,0.0,0.02,-0.05,0
2005446,8.15,-0.82,5.86,-5.74,-1.24,6.38,-0.03,-0.04,0.0,-0.06,0.04,0.0,1
1815438,8.66,-0.86,5.21,-3.58,-0.22,7.78,-0.06,-0.13,0.02,0.0,-0.06,-0.01,0
366020,8.99,-0.39,4.66,-7.84,-2.68,3.58,-0.05,-0.03,0.0,-0.06,0.02,-0.01,1
2075276,8.53,0.05,5.35,-3.95,-0.92,7.86,-0.03,0.0,0.02,-0.1,0.15,0.01,1
1563312,7.81,0.15,6.2,-6.35,-1.86,5.82,-0.05,-0.04,0.02,-0.05,0.0,-0.02,1
620176,6.58,2.43,6.99,-6.17,1.12,6.02,-0.05,-0.04,0.01,-0.04,0.0,-0.03,0
1012366,9.95,-0.56,2.45,0.48,4.17,7.63,-0.05,-0.07,0.0,-0.02,-0.01,0.01,1
65984,9.91,-2.4,0.65,1.46,0.75,8.56,-0.04,-0.04,0.01,-0.04,0.01,-0.01,0
1141058,9.97,0.1,1.93,-0.82,3.86,7.8,-0.06,-0.05,-0.04,0.01,-0.09,-0.01,0
1309968,5.52,-1.63,9.11,-7.68,-4.71,3.51,-0.12,-0.09,-0.09,0.2,0.21,-0.09,0
1500382,8.86,-1.66,4.67,-4.8,-2.88,6.74,-0.05,-0.05,0.01,-0.05,0.01,-0.01,1
103338,5.48,0.94,8.24,-7.0,-0.7,5.31,-0.02,-0.05,0.0,-0.04,0.03,0.0,0
20108,4.48,-0.27,8.88,-6.76,-1.18,5.45,-0.04,-0.05,0.01,0.0,0.02,-0.01,0
247874,9.3,-0.25,4.12,-4.66,-1.63,7.1,-0.03,-0.01,0.01,-0.07,0.05,0.01,1
119172,3.11,-3.36,8.75,-4.9,-5.19,5.42,-0.03,-0.03,0.01,-0.09,-0.02,-0.01,0
132164,2.77,-3.19,8.95,-5.07,-5.24,5.14,-0.06,-0.07,-0.01,-0.02,0.02,-0.02,0
1873492,9.86,-1.62,2.28,-3.72,-0.53,7.67,-0.05,-0.03,0.0,-0.03,0.02,-0.01,1
586072,9.62,-1.23,2.89,0.61,1.68,8.34,0.0,-0.06,0.04,-0.06,-0.01,0.04,0
1873090,9.22,-0.71,4.07,-2.05,-0.45,8.29,-0.04,-0.05,0.0,-0.02,0.02,-0.01,0
134192,7.77,1.18,6.23,-5.05,-0.63,7.03,0.0,-0.03,-0.01,-0.02,0.01,0.0,0
91158,5.25,-2.31,8.52,-6.02,-3.18,5.88,-0.03,-0.1,0.32,-0.33,-0.21,0.14,0
80602,6.06,-0.65,7.79,-5.5,-1.44,5.56,-0.23,0.11,0.01,0.11,0.53,0.06,0
1156500,5.45,1.85,8.05,-8.41,-1.72,2.89,-0.06,-0.06,0.02,0.0,-0.01,-0.03,0
310396,8.93,-1.62,4.46,-3.64,-1.44,7.61,-0.03,-0.03,0.01,-0.04,0.01,-0.01,1
17266,2.72,0.04,9.55,-9.00,-3.17,0.10,-0.04,-0.06,0.01,-0.04,0.02,-0.01,0
205244,8.95,-0.32,4.81,-2.2,1.34,8.2,-0.04,-0.04,0.0,-0.04,0.01,-0.02,0
1125224,10.01,-0.12,2.04,-0.71,4.09,7.66,-0.03,-0.01,0.0,-0.05,0.03,-0.01,0
41220,10.49,-2.09,1.0,0.96,0.66,8.63,0.18,-0.37,0.13,-0.07,-0.37,0.24,0
380230,8.95,-0.47,4.51,-7.75,-2.77,3.69,-0.05,-0.04,0.01,-0.07,0.01,-0.0,1
2226306,9.48,-1.46,3.6,-2.69,-1.07,7.61,-0.03,-0.0,0.01,-0.04,0.05,-0.0,0
840630,8.65,2.22,5.5,-6.92,2.01,5.83,0.04,0.07,-0.08,0.13,0.22,0.38,0
2493454,7.6,-0.75,6.53,-6.2,-3.33,5.34,-0.03,-0.07,0.0,-0.02,0.0,-0.01,1
1925868,4.14,4.16,7.83,-7.9,-0.19,4.24,-0.05,-0.03,0.01,-0.03,0.0,-0.03,0
1645726,7.99,0.2,6.2,-6.3,-0.49,5.99,-0.05,-0.03,0.0,-0.03,0.01,-0.02,0
2273402,8.6,-1.13,5.91,-5.49,-3.26,6.45,0.04,0.03,0.01,0.2,0.08,-0.1,0
2060662,8.13,-0.88,5.85,-5.72,-1.26,6.41,-0.03,-0.04,0.0,-0.05,0.05,0.0,1
1015214,8.58,-0.47,5.35,-4.19,-1.93,7.42,-0.03,-0.03,0.02,-0.05,0.01,-0.01,1
1063928,10.06,-0.32,1.71,1.86,4.56,7.28,-0.08,0.0,0.01,-0.03,0.03,-0.02,1
1530020,7.46,0.07,6.59,-6.75,-2.21,5.13,-0.05,-0.05,0.01,-0.03,0.0,0.0,1
268174,9.03,-0.45,4.59,-7.71,-2.66,3.77,-0.05,-0.04,0.0,-0.05,0.02,-0.02,1
307554,8.94,-1.62,4.51,-3.62,-1.46,7.72,-0.05,-0.05,0.0,-0.03,0.03,-0.02,1
897064,6.22,2.97,7.09,-7.64,0.66,4.49,-0.03,-0.05,0.0,-0.03,0.02,0.0,0
2437426,7.8,-0.65,6.23,-5.92,-2.91,5.73,-0.04,-0.04,0.01,-0.04,0.03,-0.02,1
847536,8.81,-0.95,4.64,-2.44,0.35,8.11,0.2,-0.02,-0.04,0.09,0.05,0.11,1
1896634,9.63,-1.56,2.96,-3.85,-0.73,7.7,-0.06,-0.07,0.0,-0.01,-0.0,-0.02,1
218642,8.79,-1.23,4.79,-4.31,0.02,7.52,-0.04,-0.04,0.01,-0.03,0.01,-0.01,1
1173944,7.29,1.83,6.58,-6.35,0.4,6.1,-0.04,-0.02,0.01,-0.03,0.04,0.0,0
2507258,7.34,-0.61,6.76,-6.25,-3.47,5.18,-0.06,-0.05,0.01,-0.04,0.03,-0.02,1
141502,6.51,3.27,6.59,-9.39,-1.28,-0.44,-0.03,-0.02,0.01,-0.1,0.0,-0.01,0
574696,6.25,0.62,7.75,-6.94,-2.82,4.88,-0.03,-0.05,0.01,-0.04,0.01,0.0,0
854432,10.24,-0.4,-0.54,4.14,6.12,5.49,-0.05,-0.03,0.01,-0.06,-0.01,-0.01,0
273452,9.3,0.1,3.95,-4.78,-0.63,7.17,-0.0,-0.0,-0.03,-0.07,0.0,-0.07,1
182914,5.64,-2.09,7.89,-7.78,-5.23,0.63,-0.04,-0.03,0.0,-0.06,0.03,0.0,0
1900288,9.53,-1.68,2.99,-3.83,-0.58,7.75,-0.04,-0.05,0.0,-0.04,0.01,-0.01,1
95624,10.13,-0.48,1.59,-0.72,0.24,8.59,-0.03,-0.04,-0.00,-0.04,-0.00,-0.04,0
2177586,4.74,-0.19,8.72,-7.95,-2.83,3.34,-0.04,-0.04,0.0,-0.04,-0.02,-0.02,0
1837768,4.67,1.93,8.5,-7.9,-1.46,4.02,-0.04,-0.04,0.0,-0.03,0.01,-0.01,0
592560,8.16,-0.03,6.31,-6.13,-1.76,6.58,-0.03,0.18,-0.07,-0.09,-0.04,-0.01,0
1644914,8.1,0.06,5.99,-6.23,-0.54,6.15,-0.05,-0.05,-0.02,-0.02,0.02,-0.03,0
2228336,9.23,-1.49,3.75,-3.01,-1.21,7.96,-0.04,-0.12,0.03,-0.0,-0.02,-0.01,0
1809348,8.69,-0.84,5.14,-3.47,-0.34,7.86,-0.05,-0.05,0.01,-0.05,0.03,-0.02,0
840618,8.22,-0.52,5.79,-5.12,-2.41,6.61,-0.05,-0.05,0.01,-0.03,0.02,-0.0,1
2106944,8.59,-0.36,5.23,-4.35,-1.11,7.38,-0.05,-0.05,-0.0,-0.03,0.01,-0.01,1
68016,9.97,-0.92,0.02,0.22,4.06,7.75,0.05,-0.01,-0.01,-0.04,0.02,0.02,0
1283578,3.5,0.47,9.23,-8.74,-3.56,0.83,-0.03,-0.04,-0.03,0.0,-0.01,-0.02,0
226762,7.55,-0.87,6.5,-2.26,-0.8,8.3,-0.05,-0.05,0.01,-0.01,0.03,-0.02,1
1402942,8.56,-2.29,5.09,-4.84,-4.35,6.07,0.01,-0.07,-0.01,-0.02,0.04,0.02,0
1185312,7.39,2.07,6.64,-6.68,-0.12,6.23,0.06,0.03,-0.04,-0.01,0.13,-0.02,0
994908,10.01,-0.69,1.99,0.57,4.22,7.74,-0.06,-0.09,0.01,-0.03,0.0,-0.01,1
131352,7.35,2.61,6.23,-9.27,-0.82,1.11,0.05,0.07,0.39,-0.36,-0.15,-0.03,0
79790,6.28,0.65,7.88,-8.75,-3.84,-0.51,-0.06,-0.09,0.0,0.06,-0.01,-0.04,0
65986,7.9,-3.18,5.46,-1.0,2.02,8.37,-0.22,0.2,0.0,-0.01,0.03,-0.03,0
959186,8.58,-0.51,5.37,-3.89,-1.72,7.55,-0.04,-0.07,0.01,-0.0,-0.02,-0.03,1
1106152,9.94,-0.51,2.38,0.57,3.59,7.99,-0.09,-0.12,0.0,-0.11,-0.01,-0.01,1
303496,8.43,-1.09,5.57,-4.39,-0.54,7.36,-0.04,-0.04,0.01,-0.04,0.01,-0.01,1
1182888,8.05,-1.14,5.91,-6.49,-1.3,5.64,-0.03,-0.05,-0.0,-0.04,0.03,-0.02,1
5898,7.7,0.12,6.3,-7.4,-0.36,4.74,-0.07,-0.04,-0.01,-0.02,0.03,-0.02,0
849144,8.49,-0.48,5.44,-4.48,-2.97,6.9,-0.11,-0.06,0.02,-0.0,-0.0,-0.0,1
2014784,8.01,-0.85,6.0,-6.07,-1.4,6.19,-0.0,-0.03,0.03,-0.06,0.0,0.01,1
1270166,7.78,-0.35,6.51,-4.54,-1.03,7.19,-0.09,0.22,-0.12,0.29,0.2,-0.26,1
224732,8.77,-1.56,4.9,-4.48,-0.06,7.41,-0.03,-0.07,0.01,-0.02,0.0,-0.0,1
30258,10.37,-0.86,0.52,-1.9,1.75,8.5,0.09,-0.1,0.11,-0.08,-0.21,-0.08,0
808950,8.52,-0.49,5.42,-4.87,-1.93,6.95,-0.03,-0.06,0.02,-0.03,-0.0,0.0,1
163826,6.47,2.21,7.15,-8.85,0.64,2.18,-0.05,-0.04,0.01,-0.04,0.02,-0.01,0
877170,5.39,3.81,7.03,-7.76,1.12,3.57,-0.09,0.29,0.02,-0.29,0.25,-0.22,0
14424,3.37,1.25,9.17,-8.44,-1.26,3.06,-0.04,-0.06,0.0,-0.04,0.02,0.0,0
851996,10.15,-0.21,-0.27,4.04,6.12,5.44,-0.05,-0.17,0.03,-0.15,-0.07,0.16,0
1588484,8.05,-0.58,6.02,-5.87,-3.37,5.69,-0.05,-0.05,0.0,-0.03,0.01,-0.02,1
72076,10.05,-0.44,2.09,-1.70,-1.10,8.47,-0.08,-0.02,0.00,-0.04,0.01,-0.04,0
1819092,8.07,-0.64,5.94,-4.53,-0.34,7.35,-0.03,-0.04,0.0,-0.04,0.02,-0.01,0
214576,5.65,-3.08,7.61,-5.83,-5.92,3.68,-0.05,-0.06,0.02,-0.04,-0.00,-0.01,0
888942,8.53,1.63,4.9,-1.62,4.36,7.32,-0.06,-0.1,-0.01,0.05,0.09,0.02,0
643304,8.58,0.91,5.23,-5.06,-0.68,6.97,-0.05,-0.05,-0.13,0.06,0.06,-0.03,0
992472,9.89,-0.69,2.0,0.75,4.23,7.62,-0.02,-0.04,0.02,-0.05,0.04,-0.01,1
73698,9.96,-2.34,0.71,1.51,0.88,8.61,-0.04,-0.05,0.01,-0.04,0.02,-0.01,0
310804,8.46,-1.17,5.54,-4.36,-0.51,7.35,-0.05,-0.04,0.01,-0.03,0.02,-0.02,1
353428,8.63,-0.78,5.19,-4.34,-2.31,7.18,-0.05,-0.04,0.0,-0.03,0.0,-0.02,1
338410,8.85,-1.64,4.71,-3.74,-1.71,7.66,-0.05,-0.05,0.02,-0.04,-0.01,-0.03,1
10364,3.47,1.35,9.09,-8.32,-1.29,3.14,-0.04,-0.06,0.0,-0.04,0.02,-0.01,0
816674,8.49,-0.2,5.45,-0.91,2.88,8.2,0.01,-0.03,0.03,-0.07,0.03,0.02,0
382666,8.05,-0.74,6.03,-5.4,-0.28,6.74,-0.03,-0.03,0.01,-0.04,0.01,-0.01,1
122420,4.19,-0.45,8.85,-7.53,-2.7,4.12,-0.04,-0.06,0.0,-0.04,0.03,0.0,0
59084,6.6,0.58,7.43,-8.52,-3.77,0.24,-0.03,-0.06,0.0,0.0,0.01,-0.03,0
133382,2.99,-3.03,8.94,-4.99,-5.0,5.3,-0.05,-0.05,0.0,-0.05,0.06,-0.01,0
376170,8.92,-0.58,4.71,-7.81,-2.9,3.57,-0.06,-0.04,0.01,-0.1,0.02,-0.03,1
846314,6.36,3.42,7.08,-8.05,0.94,4.26,-0.01,-0.72,0.02,0.34,-0.61,0.2,0
1804066,9.82,-1.65,2.45,-3.93,-0.56,7.62,-0.03,-0.04,0.0,-0.04,-0.0,-0.02,1
856062,9.06,-0.73,4.42,-2.33,0.34,8.29,-0.01,-0.04,0.03,-0.06,0.02,0.02,1
1867406,6.98,2.25,6.75,-7.65,1.15,4.36,-0.04,-0.04,0.0,-0.02,-0.02,-0.03,0
389562,8.58,-0.72,5.18,-4.44,-2.44,7.06,-0.05,-0.03,0.0,-0.03,0.0,-0.02,1
197524,6.46,-3.73,6.70,-6.09,-6.53,3.92,-0.22,-0.06,0.08,-0.15,0.30,-0.07,0
361960,7.93,-0.32,6.14,-5.6,-0.86,6.61,-0.04,-0.04,0.01,-0.04,0.02,-0.01,1
1275052,4.6,-1.33,8.71,-7.19,-4.59,3.32,-0.02,-0.01,-0.03,-0.06,0.07,0.0,0
1587668,5.31,-0.88,8.39,-6.28,-3.11,5.36,-0.05,-0.05,0.01,-0.02,0.02,-0.01,0
72888,5.42,0.86,8.3,-8.8,-3.75,-1.18,-0.03,-0.06,0.01,-0.05,-0.02,0.0,0
1738704,4.07,0.52,8.92,-7.92,-2.31,3.61,-0.05,-0.03,0.0,-0.06,0.06,-0.02,0
1296570,4.96,-1.48,8.43,-7.0,-4.61,3.47,-0.05,-0.04,0.01,-0.04,0.03,-0.01,0
1022922,9.95,-0.64,2.31,0.37,3.87,7.78,-0.03,-0.04,0.01,-0.1,0.01,0.01,1
844288,5.09,3.05,7.86,-8.35,-0.49,3.79,0.05,0.67,0.14,-0.45,0.45,-0.18,0
